,0
5797,1
5798,3
5799,6
5800,7
5801,7
5802,3
5803,3
5804,1
5805,2
5806,1
5807,7
5808,6
5809,0
5810,5
5811,1
5812,5
5813,1
5814,1
5815,1
5816,0
5817,5
5818,0
5819,0
5820,5
5821,3
5822,7
5823,3
5824,5
5825,4
5826,1
5827,3
5828,2
5829,3
5830,3
5831,0
5832,1
5833,2
5834,1
5835,1
5836,1
5837,1
5838,1
5839,1
5840,3
5841,2
5842,2
5843,7
5844,1
5845,4
5846,1
5847,1
5848,7
5849,2
5850,1
5851,1
5852,2
5853,1
5854,0
5855,1
5856,6
5857,5
5858,0
5859,7
5860,7
5861,1
5862,0
5863,5
5864,5
5865,6
5866,1
5867,5
5868,1
5869,1
5870,7
5871,0
5872,4
5873,1
5874,1
5875,1
5876,7
5877,1
5878,2
5879,7
5880,7
5881,1
5882,1
5883,1
5884,7
5885,0
5886,1
5887,6
5888,1
5889,0
5890,6
5891,2
5892,7
5893,3
5894,1
5895,1
5896,1
5897,1
5898,1
5899,6
5900,1
5901,4
5902,1
5903,0
5904,5
5905,2
5906,2
5907,6
5908,1
5909,1
5910,0
5911,1
5912,2
5913,1
5914,6
5915,1
5916,1
5917,1
5918,3
5919,0
5920,1
5921,7
5922,2
5923,1
5924,1
5925,1
5926,1
5927,1
5928,5
5929,1
5930,2
5931,5
5932,7
5933,1
5934,7
5935,2
5936,5
5937,1
5938,1
5939,7
5940,6
5941,1
5942,2
5943,1
5944,1
5945,1
5946,5
5947,4
5948,1
5949,1
5950,2
5951,2
5952,1
5953,1
5954,1
5955,1
5956,1
5957,1
5958,1
5959,6
5960,5
5961,5
5962,1
5963,5
5964,2
5965,7
5966,1
5967,3
5968,1
5969,1
5970,1
5971,1
5972,7
5973,1
5974,0
5975,1
5976,1
5977,6
5978,1
5979,7
5980,1
5981,1
5982,0
5983,1
5984,1
5985,3
5986,3
5987,1
5988,0
5989,6
5990,1
5991,0
5992,2
5993,1
5994,1
5995,0
5996,4
5997,6
5998,1
5999,1
6000,1
6001,5
6002,3
6003,1
6004,1
6005,1
6006,7
6007,1
6008,5
6009,1
6010,5
6011,1
6012,0
6013,1
6014,1
6015,0
6016,1
6017,2
6018,4
6019,3
6020,3
6021,2
6022,6
6023,1
6024,1
6025,2
6026,1
6027,5
6028,0
6029,1
6030,5
6031,1
6032,1
6033,5
6034,1
6035,7
6036,1
6037,1
6038,1
6039,1
6040,3
6041,1
6042,0
6043,7
6044,5
6045,7
6046,7
6047,1
6048,1
6049,1
6050,7
6051,1
6052,1
6053,1
6054,1
6055,1
6056,1
6057,5
6058,2
6059,2
6060,1
6061,6
6062,5
6063,5
6064,1
6065,0
6066,1
6067,1
6068,2
6069,3
6070,1
6071,2
6072,1
6073,1
6074,1
6075,7
6076,1
6077,1
6078,1
6079,7
6080,1
6081,7
6082,2
6083,1
6084,1
6085,1
6086,1
6087,1
6088,2
6089,2
6090,1
6091,2
6092,3
6093,1
6094,1
6095,1
6096,1
6097,1
6098,3
6099,4
6100,3
6101,1
6102,1
6103,1
6104,4
6105,1
6106,1
6107,5
6108,5
6109,1
6110,1
6111,5
6112,1
6113,1
6114,1
6115,5
6116,1
6117,2
6118,0
6119,1
6120,1
6121,5
6122,0
6123,1
6124,1
6125,1
6126,1
6127,3
6128,3
6129,1
6130,1
6131,1
6132,5
6133,3
6134,7
6135,0
6136,1
6137,0
6138,0
6139,7
6140,6
6141,6
6142,1
6143,2
6144,7
6145,5
6146,1
6147,2
6148,3
6149,1
6150,0
6151,1
6152,5
6153,1
6154,1
6155,1
6156,1
6157,2
6158,7
6159,1
6160,5
6161,1
6162,0
6163,7
6164,1
6165,5
6166,7
6167,6
6168,3
6169,5
6170,1
6171,1
6172,7
6173,0
6174,4
6175,0
6176,7
6177,1
6178,0
6179,1
6180,1
6181,1
6182,2
6183,0
6184,6
6185,2
6186,1
6187,7
6188,7
6189,7
6190,1
6191,1
6192,7
6193,5
6194,1
6195,1
6196,6
6197,1
6198,6
6199,4
6200,6
6201,1
6202,5
6203,1
6204,1
6205,1
6206,1
6207,1
6208,1
6209,6
6210,1
6211,5
6212,0
6213,7
6214,5
6215,1
6216,2
6217,5
6218,1
6219,0
6220,3
6221,1
6222,0
6223,1
6224,4
6225,1
6226,1
6227,1
6228,7
6229,1
6230,5
6231,0
6232,7
6233,5
6234,1
6235,2
6236,1
6237,1
6238,0
6239,1
6240,1
6241,5
6242,0
6243,5
6244,1
6245,1
6246,7
6247,2
6248,6
6249,1
6250,5
6251,0
6252,2
6253,4
6254,0
6255,1
6256,1
6257,3
6258,1
6259,1
6260,1
6261,3
6262,1
6263,7
6264,6
6265,0
6266,1
6267,5
6268,1
6269,7
6270,5
6271,6
6272,7
6273,2
6274,2
6275,1
6276,2
6277,1
6278,1
6279,1
6280,6
6281,7
6282,1
6283,1
6284,5
6285,2
6286,1
6287,5
6288,7
6289,1
6290,1
6291,1
6292,2
6293,1
6294,5
6295,0
6296,1
6297,1
6298,5
6299,5
6300,1
6301,1
6302,5
6303,0
6304,7
6305,2
6306,3
6307,1
6308,1
6309,1
6310,1
6311,0
6312,2
6313,1
6314,1
6315,1
6316,6
6317,0
6318,1
6319,1
6320,5
6321,1
6322,0
6323,1
6324,5
6325,7
6326,1
6327,1
6328,1
6329,1
6330,5
6331,1
6332,1
6333,1
6334,5
6335,1
6336,1
6337,1
6338,1
6339,1
6340,2
6341,1
6342,2
6343,3
6344,0
6345,1
6346,1
6347,0
6348,1
6349,1
6350,0
6351,1
6352,1
6353,1
6354,3
6355,2
6356,3
6357,7
6358,1
6359,6
6360,1
6361,6
6362,6
6363,5
6364,2
6365,2
6366,3
6367,0
6368,7
6369,5
6370,1
6371,6
6372,6
6373,1
6374,1
6375,7
6376,1
6377,1
6378,1
6379,1
6380,1
6381,1
6382,0
6383,1
6384,7
6385,2
6386,1
6387,7
6388,5
6389,1
6390,1
6391,2
6392,1
6393,6
6394,3
6395,6
6396,6
6397,0
6398,2
6399,1
6400,2
6401,5
6402,3
6403,3
6404,1
6405,1
6406,1
6407,1
6408,0
6409,1
6410,1
6411,3
6412,1
6413,5
6414,1
6415,1
6416,7
6417,5
6418,5
6419,1
6420,1
6421,0
6422,1
6423,1
6424,1
6425,6
6426,3
6427,2
6428,1
6429,1
6430,2
6431,0
6432,3
6433,7
6434,1
6435,3
6436,1
6437,7
6438,6
6439,0
6440,1
6441,5
6442,1
6443,1
6444,1
6445,0
6446,5
6447,1
6448,2
6449,1
6450,2
6451,1
6452,5
6453,1
6454,0
6455,1
6456,1
6457,7
6458,7
6459,5
6460,1
6461,6
6462,7
6463,1
6464,7
6465,1
6466,1
6467,5
6468,5
6469,1
6470,1
6471,2
6472,1
6473,2
6474,1
6475,5
6476,7
6477,1
6478,7
6479,1
6480,2
6481,6
6482,0
6483,3
6484,1
6485,7
6486,0
6487,7
6488,1
6489,0
6490,1
6491,1
6492,2
6493,1
6494,1
6495,1
6496,1
6497,5
6498,5
6499,5
6500,1
6501,1
6502,1
6503,1
6504,2
6505,1
6506,5
6507,7
6508,6
6509,7
6510,6
6511,7
6512,4
6513,2
6514,7
6515,1
6516,1
6517,0
6518,1
6519,0
6520,2
6521,1
6522,1
6523,1
6524,1
6525,5
6526,5
6527,1
6528,5
6529,6
6530,2
6531,1
6532,1
6533,0
6534,1
6535,0
6536,1
6537,1
6538,3
6539,3
6540,1
6541,1
6542,5
6543,7
6544,0
6545,2
6546,1
6547,7
6548,5
6549,6
6550,1
6551,1
6552,1
6553,1
6554,5
6555,2
6556,1
6557,1
6558,1
6559,1
6560,1
6561,5
6562,6
6563,0
6564,1
6565,2
6566,1
6567,1
6568,1
6569,7
6570,1
6571,4
6572,1
6573,1
6574,5
6575,1
6576,7
6577,1
6578,0
6579,1
6580,1
6581,7
6582,1
6583,3
6584,5
6585,1
6586,7
6587,6
6588,7
6589,6
6590,1
6591,1
6592,5
6593,1
6594,1
6595,1
6596,6
6597,1
6598,2
6599,3
6600,7
6601,1
6602,7
6603,1
6604,0
6605,1
6606,2
6607,5
6608,1
6609,3
6610,1
6611,0
6612,1
6613,4
6614,1
6615,4
6616,1
6617,0
6618,1
6619,1
6620,1
6621,6
6622,6
6623,3
6624,3
6625,1
6626,1
6627,1
6628,1
6629,1
6630,7
6631,1
6632,1
6633,7
6634,1
6635,7
6636,3
6637,1
6638,1
6639,5
6640,1
6641,1
6642,7
6643,0
6644,7
6645,5
6646,5
6647,1
6648,7
6649,0
6650,2
6651,5
6652,6
6653,0
6654,1
6655,7
6656,1
6657,5
6658,7
6659,3
6660,7
6661,1
6662,5
6663,1
6664,3
6665,1
6666,1
6667,1
6668,7
6669,1
6670,0
6671,5
6672,7
6673,1
6674,4
6675,0
6676,1
6677,0
6678,5
6679,1
6680,4
6681,1
6682,1
6683,0
6684,2
6685,0
6686,1
6687,5
6688,5
6689,1
6690,4
6691,7
6692,1
6693,1
6694,1
6695,4
6696,4
6697,1
6698,1
6699,1
6700,5
6701,1
6702,1
6703,2
6704,1
6705,1
6706,1
6707,7
6708,1
6709,0
6710,1
6711,0
6712,3
6713,2
6714,1
6715,5
6716,1
6717,1
6718,1
6719,1
6720,7
6721,2
6722,1
6723,0
6724,1
6725,7
6726,2
6727,6
6728,7
6729,0
6730,7
6731,1
6732,1
6733,1
6734,7
6735,1
6736,1
6737,2
6738,1
6739,5
6740,1
6741,6
6742,1
6743,1
6744,2
6745,0
6746,1
6747,1
6748,1
6749,1
6750,7
6751,0
6752,1
6753,1
6754,3
6755,1
6756,7
6757,1
6758,1
6759,1
6760,1
6761,1
6762,3
6763,2
6764,1
6765,1
6766,1
6767,1
6768,1
6769,1
6770,2
6771,0
6772,5
6773,1
6774,2
6775,7
6776,3
6777,5
6778,3
6779,1
6780,1
6781,7
6782,3
6783,0
6784,1
6785,7
6786,7
6787,1
6788,0
6789,1
6790,1
6791,0
6792,5
6793,1
6794,1
6795,1
6796,1
6797,1
6798,6
6799,1
6800,1
6801,7
6802,1
6803,1
6804,6
6805,6
6806,1
6807,5
6808,7
6809,7
6810,5
6811,5
6812,1
6813,1
6814,1
6815,0
6816,3
6817,3
6818,5
6819,2
6820,5
6821,5
6822,1
6823,6
6824,2
6825,7
6826,1
6827,1
6828,0
6829,7
6830,2
6831,1
6832,1
6833,5
6834,3
6835,0
6836,1
6837,6
6838,0
6839,3
6840,1
6841,6
6842,0
6843,1
6844,1
6845,5
6846,1
6847,1
6848,1
6849,7
6850,2
6851,1
6852,1
6853,1
6854,0
6855,1
6856,6
6857,1
6858,2
6859,4
6860,1
6861,1
6862,1
6863,1
6864,1
6865,1
6866,7
6867,6
6868,5
6869,1
6870,1
6871,7
6872,6
6873,7
6874,0
6875,2
6876,7
6877,3
6878,1
6879,1
6880,5
6881,7
6882,1
6883,7
6884,5
6885,1
6886,2
6887,2
6888,3
6889,1
6890,4
6891,0
6892,0
6893,0
6894,1
6895,2
6896,0
6897,0
6898,2
6899,2
6900,1
6901,6
6902,7
6903,5
6904,0
6905,2
6906,1
6907,2
6908,1
6909,2
6910,1
6911,1
6912,7
6913,1
6914,5
6915,0
6916,1
6917,1
6918,1
6919,1
6920,1
6921,1
6922,1
6923,1
6924,6
6925,3
6926,2
6927,2
6928,5
6929,4
6930,2
6931,5
6932,5
6933,1
6934,1
6935,7
6936,1
6937,0
6938,1
6939,1
6940,6
6941,1
6942,7
6943,6
6944,1
6945,1
6946,1
6947,2
6948,1
6949,2
6950,1
6951,1
6952,1
6953,2
6954,1
6955,1
6956,1
6957,5
6958,3
6959,5
6960,3
6961,0
6962,2
6963,7
6964,1
6965,6
6966,4
6967,1
6968,3
6969,2
6970,2
6971,1
6972,7
6973,3
6974,5
6975,1
6976,1
6977,1
6978,1
6979,1
6980,1
6981,0
6982,5
6983,7
6984,1
6985,0
6986,6
6987,1
6988,5
6989,7
6990,1
6991,2
6992,1
6993,1
6994,0
6995,5
6996,1
6997,7
6998,7
6999,6
7000,1
7001,1
7002,3
7003,7
7004,0
7005,7
7006,4
7007,7
7008,6
7009,2
7010,2
7011,1
7012,7
7013,5
7014,5
7015,5
7016,5
7017,7
7018,1
7019,1
7020,1
7021,5
7022,0
7023,1
7024,5
7025,1
7026,7
7027,5
7028,1
7029,1
7030,5
7031,1
7032,7
7033,1
7034,7
7035,2
7036,7
7037,6
7038,1
7039,1
7040,1
7041,0
7042,1
7043,1
7044,5
7045,1
7046,7
7047,1
7048,0
7049,3
7050,7
7051,1
7052,1
7053,1
7054,0
7055,0
7056,6
7057,1
7058,2
7059,1
7060,3
7061,1
7062,6
7063,1
7064,7
7065,7
7066,0
7067,2
7068,1
7069,5
7070,3
7071,3
7072,6
7073,1
7074,1
7075,1
7076,1
7077,7
7078,5
7079,1
7080,1
7081,2
7082,1
7083,7
7084,1
7085,6
7086,2
7087,0
7088,2
7089,1
7090,0
7091,5
7092,1
7093,3
7094,5
7095,1
7096,2
7097,1
7098,1
7099,1
7100,5
7101,1
7102,1
7103,1
7104,6
7105,2
7106,0
7107,1
7108,1
7109,1
7110,6
7111,1
7112,7
7113,0
7114,1
7115,5
7116,1
7117,1
7118,1
7119,0
7120,2
7121,1
7122,1
7123,1
7124,2
7125,1
7126,3
7127,1
7128,5
7129,7
7130,1
7131,0
7132,1
7133,1
7134,5
7135,6
7136,1
7137,6
7138,1
7139,5
7140,3
7141,5
7142,3
7143,4
7144,1
7145,0
7146,2
7147,5
7148,1
7149,1
7150,1
7151,1
7152,0
7153,0
7154,0
7155,1
7156,0
7157,1
7158,1
7159,6
7160,0
7161,5
7162,7
7163,1
7164,5
7165,5
7166,5
7167,1
7168,1
7169,1
7170,4
7171,1
7172,7
7173,1
7174,2
7175,1
7176,0
7177,7
7178,0
7179,2
7180,1
7181,3
7182,6
7183,1
7184,0
7185,2
7186,1
7187,1
7188,1
7189,1
7190,2
7191,2
7192,7
7193,7
7194,0
7195,5
7196,7
7197,5
7198,5
7199,0
7200,5
7201,1
7202,1
7203,6
7204,2
7205,1
7206,5
7207,1
7208,1
7209,4
7210,0
7211,0
7212,6
7213,1
7214,1
7215,7
7216,0
7217,0
7218,1
7219,1
7220,1
7221,2
7222,1
7223,0
7224,0
7225,0
7226,7
7227,0
7228,1
7229,0
7230,1
7231,3
7232,7
7233,3
7234,5
7235,1
7236,1
7237,1
7238,1
7239,1
7240,6
7241,1
7242,1
7243,2
7244,1
7245,6
7246,4
7247,6
7248,7
7249,2
7250,6
7251,1
7252,5
7253,5
7254,5
7255,1
7256,0
7257,1
7258,3
7259,5
7260,1
7261,1
7262,1
7263,2
7264,2
7265,1
7266,7
7267,1
7268,1
7269,3
7270,1
7271,0
7272,1
7273,5
7274,7
7275,0
7276,1
7277,7
7278,5
7279,1
7280,0
7281,5
7282,1
7283,4
7284,1
7285,5
7286,7
7287,6
7288,7
7289,1
7290,2
7291,1
7292,2
7293,1
7294,1
7295,1
7296,5
7297,5
7298,5
7299,6
7300,0
7301,7
7302,3
7303,6
7304,1
7305,1
7306,5
7307,0
7308,1
7309,1
7310,1
7311,0
7312,1
7313,1
7314,6
7315,0
7316,0
7317,6
7318,1
7319,1
7320,1
7321,6
7322,2
7323,1
7324,1
7325,1
7326,1
7327,1
7328,7
7329,6
7330,1
7331,0
7332,1
7333,1
7334,0
7335,5
7336,0
7337,1
7338,5
7339,1
7340,1
7341,0
7342,1
7343,1
7344,6
7345,5
7346,5
7347,1
7348,6
7349,1
7350,7
7351,1
7352,1
7353,5
7354,3
7355,4
7356,3
7357,0
7358,1
7359,2
7360,5
7361,1
7362,1
7363,7
7364,1
7365,1
7366,1
7367,2
7368,1
7369,6
7370,0
7371,1
7372,1
7373,1
7374,1
7375,2
7376,7
7377,1
7378,1
7379,2
7380,7
7381,3
7382,0
7383,5
7384,0
7385,5
7386,0
7387,1
7388,2
7389,0
7390,6
7391,7
7392,6
7393,6
7394,7
7395,1
7396,1
7397,3
7398,5
7399,1
7400,6
7401,0
7402,0
7403,7
7404,7
7405,1
7406,5
7407,1
7408,1
7409,2
7410,1
7411,1
7412,7
7413,7
7414,7
7415,3
7416,1
7417,7
7418,1
7419,3
7420,1
7421,1
7422,1
7423,5
7424,1
7425,0
7426,5
7427,5
7428,6
7429,2
7430,3
7431,1
7432,1
7433,6
7434,1
7435,1
7436,1
7437,0
7438,1
7439,6
7440,1
7441,1
7442,5
7443,3
7444,0
7445,1
7446,5
7447,5
7448,2
7449,1
7450,1
7451,0
7452,7
7453,4
7454,1
7455,2
7456,7
7457,5
7458,7
7459,1
7460,2
7461,1
7462,2
7463,6
7464,1
7465,5
7466,1
7467,4
7468,5
7469,1
7470,1
7471,6
7472,1
7473,5
7474,0
7475,6
7476,1
7477,1
7478,3
7479,1
7480,1
7481,2
7482,4
7483,1
7484,1
7485,0
7486,1
7487,1
7488,7
7489,1
7490,1
7491,1
7492,1
7493,3
7494,1
7495,1
7496,2
7497,1
7498,2
7499,7
7500,1
7501,5
7502,0
7503,7
7504,2
7505,1
7506,1
7507,5
7508,2
7509,1
7510,7
7511,7
7512,1
7513,1
7514,1
7515,1
7516,1
7517,6
7518,1
7519,1
7520,1
7521,1
7522,7
7523,6
7524,2
7525,0
7526,6
7527,7
7528,0
7529,3
7530,2
7531,1
7532,2
7533,1
7534,1
7535,7
7536,1
7537,2
7538,0
7539,3
7540,1
7541,1
7542,1
7543,1
7544,0
7545,7
7546,3
7547,1
7548,6
7549,1
7550,1
7551,1
7552,7
7553,1
7554,7
7555,0
7556,1
7557,0
7558,0
7559,2
7560,5
7561,1
7562,3
7563,1
7564,0
7565,1
7566,6
7567,5
7568,5
7569,5
7570,5
7571,1
7572,1
7573,7
7574,1
7575,3
7576,3
7577,3
7578,2
7579,1
7580,6
7581,7
7582,2
7583,1
7584,7
7585,5
7586,1
7587,6
7588,2
7589,1
7590,1
7591,6
7592,1
7593,1
7594,2
7595,1
7596,2
7597,7
7598,1
7599,1
7600,2
7601,1
7602,2
7603,2
7604,2
7605,1
7606,2
7607,1
7608,7
7609,1
7610,1
7611,1
7612,5
7613,1
7614,1
7615,2
7616,5
7617,3
7618,5
7619,7
7620,5
7621,1
7622,1
7623,1
7624,7
7625,0
7626,1
7627,1
7628,1
7629,1
7630,6
7631,7
7632,1
7633,7
7634,1
7635,1
7636,1
7637,0
7638,1
7639,7
7640,5
7641,3
7642,1
7643,6
7644,7
7645,5
7646,2
7647,4
7648,5
7649,6
7650,1
7651,1
7652,1
7653,1
7654,0
7655,4
7656,1
7657,1
7658,2
7659,0
7660,7
7661,2
7662,1
7663,1
7664,2
7665,3
7666,6
7667,1
7668,2
7669,0
7670,1
7671,1
7672,5
7673,0
7674,0
7675,1
7676,1
7677,4
7678,1
7679,2
7680,7
7681,7
7682,5
7683,0
7684,3
7685,0
7686,5
7687,1
7688,5
7689,1
7690,1
7691,7
7692,1
7693,3
7694,5
7695,3
7696,7
7697,0
7698,7
7699,5
7700,6
7701,2
7702,2
7703,1
7704,1
7705,1
7706,7
7707,2
7708,2
7709,7
7710,1
7711,5
7712,5
7713,3
7714,0
7715,6
7716,1
7717,5
7718,6
7719,7
7720,1
7721,7
7722,7
7723,7
7724,1
7725,1
7726,1
7727,1
7728,1
7729,5
7730,1
7731,7
7732,6
7733,2
7734,7
7735,1
7736,5
7737,1
7738,0
7739,1
7740,6
7741,1
7742,1
7743,7
7744,1
7745,1
7746,1
7747,7
7748,7
7749,3
7750,1
7751,3
7752,6
7753,1
7754,7
7755,7
7756,1
7757,2
7758,5
7759,0
7760,7
7761,2
7762,1
7763,6
7764,2
7765,0
7766,1
7767,5
7768,1
7769,7
7770,1
7771,1
7772,0
7773,2
7774,5
7775,7
7776,0
7777,1
7778,0
7779,1
7780,0
7781,1
7782,2
7783,2
7784,1
7785,4
7786,2
7787,3
7788,2
7789,1
7790,1
7791,2
7792,0
7793,1
7794,7
7795,1
7796,5
7797,0
7798,1
7799,1
7800,1
7801,2
7802,5
7803,1
7804,1
7805,1
7806,1
7807,6
7808,5
7809,1
7810,1
7811,0
7812,2
7813,5
7814,1
7815,2
7816,1
7817,2
7818,1
7819,1
7820,1
7821,6
7822,0
7823,7
7824,1
7825,1
7826,7
7827,7
7828,7
7829,1
7830,0
7831,5
7832,1
7833,1
7834,7
7835,5
7836,1
7837,1
7838,5
7839,6
7840,5
7841,1
7842,1
7843,6
7844,2
7845,1
7846,0
7847,1
7848,0
7849,1
7850,4
7851,1
7852,1
7853,4
7854,5
7855,1
7856,0
7857,1
7858,1
7859,0
7860,1
7861,0
7862,5
7863,1
7864,1
7865,2
7866,6
7867,1
7868,1
7869,1
7870,4
7871,7
7872,3
7873,6
7874,0
7875,1
7876,1
7877,6
7878,7
7879,1
7880,7
7881,2
7882,1
7883,4
7884,1
7885,1
7886,0
7887,1
7888,6
7889,1
7890,5
7891,1
7892,1
7893,1
7894,1
7895,1
7896,0
7897,3
7898,1
7899,1
7900,5
7901,1
7902,6
7903,1
7904,1
7905,7
7906,5
7907,1
7908,7
7909,1
7910,1
7911,7
7912,1
7913,1
7914,6
7915,1
7916,5
7917,1
7918,2
7919,1
7920,2
7921,1
7922,5
7923,1
7924,2
7925,1
7926,5
7927,5
7928,3
7929,1
7930,1
7931,1
7932,0
7933,1
7934,1
7935,1
7936,6
7937,0
7938,2
7939,1
7940,1
7941,0
7942,5
7943,1
7944,1
7945,2
7946,0
7947,5
7948,2
7949,7
7950,1
7951,1
7952,1
7953,1
7954,1
7955,1
7956,1
7957,1
7958,2
7959,2
7960,1
7961,7
7962,6
7963,7
7964,5
7965,5
7966,0
7967,7
7968,1
7969,1
7970,1
7971,0
7972,7
7973,3
7974,1
7975,0
7976,0
7977,1
7978,0
7979,5
7980,1
7981,6
7982,1
7983,5
7984,7
7985,7
7986,5
7987,3
7988,1
7989,1
7990,5
7991,1
7992,1
7993,6
7994,1
7995,0
7996,2
7997,3
7998,2
7999,2
8000,7
8001,1
8002,0
8003,0
8004,0
8005,5
8006,1
8007,1
8008,6
8009,1
8010,1
8011,1
8012,1
8013,1
8014,1
8015,0
8016,1
8017,2
8018,0
8019,7
8020,5
8021,1
8022,1
8023,5
8024,7
8025,6
8026,3
8027,7
8028,7
8029,1
8030,1
8031,7
8032,2
8033,1
8034,7
8035,1
8036,6
8037,6
8038,1
8039,6
8040,1
8041,5
8042,7
8043,7
8044,0
8045,4
8046,2
8047,2
8048,2
8049,7
8050,1
8051,1
8052,1
8053,0
8054,3
8055,7
8056,0
8057,0
8058,2
8059,1
8060,1
8061,7
8062,1
8063,5
8064,0
8065,1
8066,2
8067,1
8068,1
8069,4
8070,1
8071,5
8072,7
8073,0
8074,5
8075,0
8076,7
8077,6
8078,2
8079,3
8080,7
8081,0
8082,7
8083,6
8084,2
8085,0
8086,1
8087,2
8088,1
8089,1
8090,1
8091,7
8092,1
8093,1
8094,7
8095,7
8096,7
8097,0
8098,1
8099,1
8100,0
8101,0
8102,1
8103,1
8104,7
8105,7
8106,1
8107,1
8108,5
8109,1
8110,3
8111,2
8112,7
8113,5
8114,1
8115,5
8116,1
8117,0
8118,1
8119,6
8120,1
8121,1
8122,7
8123,1
8124,0
8125,1
8126,1
8127,1
8128,1
8129,2
8130,5
8131,1
8132,7
8133,0
8134,1
8135,1
8136,7
8137,3
8138,1
8139,0
8140,6
8141,6
8142,1
8143,5
8144,1
8145,2
8146,2
8147,1
8148,7
8149,1
8150,2
8151,1
8152,2
8153,2
8154,0
8155,1
8156,0
8157,1
8158,1
8159,0
8160,5
8161,2
8162,1
8163,2
8164,1
8165,1
8166,1
8167,1
8168,7
8169,3
8170,2
8171,1
8172,6
8173,1
8174,3
8175,1
8176,1
8177,1
8178,5
8179,1
8180,1
8181,7
8182,6
8183,2
8184,2
8185,7
8186,1
8187,7
8188,1
8189,0
8190,1
8191,1
8192,2
8193,1
8194,4
8195,1
8196,1
8197,6
8198,1
8199,7
8200,7
8201,0
8202,1
8203,7
8204,1
8205,1
8206,2
8207,0
8208,1
8209,1
8210,5
8211,5
8212,2
8213,0
8214,7
8215,0
8216,7
8217,0
8218,7
8219,1
8220,2
8221,1
8222,6
8223,5
8224,5
8225,1
8226,5
8227,1
8228,5
8229,2
8230,4
8231,1
8232,1
8233,7
8234,7
8235,0
8236,1
8237,1
8238,0
8239,0
8240,1
8241,1
8242,1
8243,2
8244,1
8245,6
8246,1
8247,1
8248,5
8249,7
8250,1
8251,1
8252,7
8253,0
8254,7
8255,6
8256,1
8257,5
8258,2
8259,7
8260,7
8261,1
8262,1
8263,0
8264,1
8265,0
8266,2
8267,1
8268,1
8269,1
8270,2
8271,1
8272,1
8273,7
8274,5
8275,1
8276,7
8277,5
8278,5
8279,1
8280,2
8281,1
8282,5
8283,0
8284,1
8285,1
8286,1
8287,3
8288,7
8289,1
8290,0
8291,1
8292,0
8293,2
8294,2
8295,3
8296,6
8297,1
8298,1
8299,0
8300,5
8301,6
8302,3
8303,2
8304,0
8305,1
8306,5
8307,1
8308,1
8309,1
8310,6
8311,1
8312,4
8313,7
8314,2
8315,2
8316,0
8317,2
8318,7
8319,5
8320,7
8321,7
8322,1
8323,1
8324,0
8325,2
8326,1
8327,0
8328,1
8329,1
8330,2
8331,5
8332,2
8333,1
8334,3
8335,1
8336,1
8337,0
8338,7
8339,1
8340,0
8341,1
8342,1
8343,6
8344,1
8345,1
8346,3
8347,1
8348,1
8349,1
8350,1
8351,1
8352,1
8353,2
8354,5
8355,1
8356,5
8357,1
8358,1
8359,1
8360,1
8361,5
8362,1
8363,1
8364,0
8365,1
8366,0
8367,7
8368,1
8369,1
8370,7
8371,2
8372,5
8373,1
8374,7
8375,0
8376,1
8377,1
8378,1
8379,2
8380,1
8381,7
8382,1
8383,1
8384,1
8385,3
8386,0
8387,1
8388,1
8389,1
8390,1
8391,1
8392,7
8393,1
8394,1
8395,1
8396,1
8397,0
8398,2
8399,1
8400,1
8401,7
8402,2
8403,2
8404,5
8405,2
8406,2
8407,7
8408,2
8409,1
8410,1
8411,7
8412,3
8413,2
8414,5
8415,2
8416,1
8417,7
8418,3
8419,5
8420,1
8421,5
8422,1
8423,0
8424,7
8425,1
8426,1
8427,1
8428,0
8429,7
8430,7
8431,1
8432,1
8433,2
8434,1
8435,0
8436,1
8437,0
8438,7
8439,1
8440,1
8441,5
8442,3
8443,1
8444,1
8445,1
8446,1
8447,1
8448,1
8449,7
8450,7
8451,1
8452,0
8453,1
8454,3
8455,1
8456,1
8457,1
8458,1
8459,1
8460,6
8461,0
8462,5
8463,2
8464,1
8465,0
8466,7
8467,7
8468,6
8469,5
8470,1
8471,7
8472,0
8473,1
8474,0
8475,1
8476,1
8477,1
8478,1
8479,1
8480,6
8481,1
8482,1
8483,5
8484,1
8485,2
8486,2
8487,7
8488,7
8489,5
8490,7
8491,0
8492,5
8493,1
8494,1
8495,1
8496,1
8497,5
8498,5
8499,6
8500,3
8501,5
8502,1
8503,2
8504,1
8505,3
8506,1
8507,1
8508,1
8509,1
8510,4
8511,1
8512,1
8513,2
8514,0
8515,2
8516,5
8517,0
8518,0
8519,1
8520,2
8521,1
8522,5
8523,0
8524,1
8525,0
8526,3
8527,2
8528,1
8529,1
8530,7
8531,2
8532,1
8533,2
8534,6
8535,1
8536,7
8537,1
8538,1
8539,1
8540,5
8541,1
8542,0
8543,1
8544,1
8545,7
8546,1
8547,2
8548,1
8549,5
8550,7
8551,5
8552,1
8553,7
8554,2
8555,1
8556,0
8557,7
8558,1
8559,1
8560,7
8561,1
8562,0
8563,1
8564,7
8565,1
8566,1
8567,1
8568,1
8569,1
8570,7
8571,4
8572,7
8573,1
8574,1
8575,7
8576,5
8577,2
8578,6
8579,1
8580,1
8581,1
8582,2
8583,5
8584,1
8585,1
8586,7
8587,7
8588,3
8589,4
8590,2
8591,1
8592,0
8593,1
8594,1
8595,7
